obj type,pc match method,belief history,n_points history
BusBar,mean_nn,"[0.6801254749298096, 0.5863468050956726, 0.48585835099220276, 0.5359600782394409, 0.4350254535675049, 0.48482832312583923, 0.5843450427055359, 0.6844021677970886, 0.8095729947090149, 0.8858718276023865, 0.9206047058105469, 0.9206047058105469]","[1328, 1328, 1328, 5718, 5718, 17735, 26568, 33653, 41197, 51461, 55946, 55946]"
BusBar,mean_nn,"[0.6881203651428223, 0.5952908396720886, 0.49510422348976135, 0.3953092396259308, 0.30353641510009766, 0.2251366525888443, 0.2251366525888443, 0.3707483112812042, 0.5182430148124695, 0.6164118647575378, 0.6626255512237549, 0.6626255512237549]","[2314, 2314, 2314, 2314, 2314, 2314, 2314, 10033, 23154, 29681, 31654, 31654]"
BusBar,mean_nn,"[0.6678772568702698, 0.7502490878105164, 0.6669619083404541, 0.6669619083404541, 0.6669619083404541, 0.7099511623382568, 0.7852433919906616, 0.8697217106819153, 0.9241777658462524, 0.9370964765548706, 0.9370964765548706, 0.9370964765548706]","[2471, 7397, 7397, 7397, 7397, 12844, 17804, 22262, 25552, 27112, 27112, 27112]"
BusBar,mean_nn,"[0.6594572067260742, 0.7431141138076782, 0.7795229554176331, 0.7795229554176331, 0.7795229554176331, 0.8120764493942261, 0.8658671379089355, 0.9419950842857361, 0.9604111313819885, 0.9779215455055237, 0.9779215455055237, 0.9779215455055237]","[2334, 4660, 12247, 12247, 12247, 16334, 18952, 32537, 43492, 54104, 54104, 54104]"
BusBar,mean_nn,"[0.6634321808815002, 0.7464880347251892, 0.7825585603713989, 0.8147703409194946, 0.8431666493415833, 0.8679153919219971, 0.9075426459312439, 0.9471502900123596, 0.9703449010848999, 0.9864897131919861, 0.9864897131919861, 0.9864897131919861]","[2550, 4549, 5371, 12683, 15582, 21275, 24723, 27861, 36229, 52361, 52361, 52361]"
BusBar,mean_nn,"[0.6452986598014832, 0.548093855381012, 0.4470757246017456, 0.35024595260620117, 0.26436111330986023, 0.3051796853542328, 0.3493081331253052, 0.3961791396141052, 0.4450379014015198, 0.5428857207298279, 0.5428857207298279, 0.5428857207298279]","[4891, 4891, 4891, 4891, 4891, 5760, 7349, 13548, 21518, 32123, 32123, 32123]"
BusBar,mean_nn,"[0.6716395020484924, 0.7887857556343079, 0.8202869296073914, 0.8479952812194824, 0.8479952812194824, 0.8720976114273071, 0.8928610682487488, 0.9505028128623962, 0.9663143157958984, 0.9771961569786072, 0.9846186637878418, 0.9846186637878418]","[802, 7150, 9582, 12686, 12686, 19872, 22392, 31691, 42886, 46997, 51192, 51192]"
BusBar,mean_nn,"[0.6553007364273071, 0.5589635968208313, 0.45797231793403625, 0.5080399513244629, 0.4077432155609131, 0.31458553671836853, 0.23429197072982788, 0.31369706988334656, 0.40575313568115234, 0.5131791830062866, 0.6116065979003906, 0.6116065979003906]","[5000, 5000, 5000, 13742, 13742, 13742, 13742, 17096, 21649, 27700, 31234, 31234]"
BusBar,mean_nn,"[0.6686962842941284, 0.71155846118927, 0.71155846118927, 0.71155846118927, 0.71155846118927, 0.75094074010849, 0.8183156847953796, 0.9348796606063843, 0.9577843546867371, 0.9831328392028809, 0.9861571192741394, 0.9861571192741394]","[1076, 1805, 1805, 1805, 1805, 5553, 18879, 28354, 36473, 50995, 52908, 52908]"
BusBar,mean_nn,"[0.6646935343742371, 0.7078472971916199, 0.7078472971916199, 0.7078472971916199, 0.7078472971916199, 0.7835191488265991, 0.8439128398895264, 0.9080159664154053, 0.9399448037147522, 0.9589834809303284, 0.9589834809303284, 0.9589834809303284]","[2395, 3292, 3292, 3292, 3292, 9216, 15351, 21413, 24474, 27290, 27290, 27290]"
BusBar,mean_nn,"[0.6624686121940613, 0.7057819962501526, 0.7456710934638977, 0.7818238735198975, 0.8141186833381653, 0.8425955176353455, 0.8674202561378479, 0.90718013048172, 0.9358974695205688, 0.9561593532562256, 0.9561593532562256, 0.9561593532562256]","[1618, 6133, 7001, 9967, 11843, 17480, 27143, 30242, 32588, 41534, 41534, 41534]"
BusBar,mean_nn,"[0.6542374491691589, 0.5578036308288574, 0.606571614742279, 0.6533040404319763, 0.6972560286521912, 0.7378717064857483, 0.6523694396018982, 0.7370733618736267, 0.8365561962127686, 0.8621776103973389, 0.8621776103973389, 0.8621776103973389]","[1991, 1991, 9693, 12210, 13013, 22657, 22657, 27792, 33842, 34991, 34991, 34991]"
BusBar,mean_nn,"[0.6386680603027344, 0.7253046631813049, 0.763434112071991, 0.6826841831207275, 0.7244823575019836, 0.7626885771751404, 0.7970806360244751, 0.7970806360244751, 0.8276150226593018, 0.8975992798805237, 0.9146281480789185, 0.9146281480789185]","[2602, 3579, 11049, 11049, 17979, 25094, 30627, 30627, 33805, 43452, 47685, 47685]"
BusBar,mean_nn,"[0.6506583094596863, 0.6947889924049377, 0.6027986407279968, 0.6497204303741455, 0.5528877973556519, 0.601810872554779, 0.6487813591957092, 0.6487813591957092, 0.7730427384376526, 0.8063153028488159, 0.8357464671134949, 0.8357464671134949]","[2358, 3435, 3435, 6852, 6852, 13184, 14025, 14025, 15295, 23726, 28521, 28521]"
BusBar,mean_nn,"[0.6326452493667603, 0.5344743728637695, 0.4335581660270691, 0.3378671407699585, 0.2538319230079651, 0.33694523572921753, 0.3831341564655304, 0.43153390288352966, 0.4812775254249573, 0.5808871984481812, 0.628803551197052, 0.628803551197052]","[4987, 4987, 4987, 4987, 4987, 14220, 15815, 25805, 30374, 43240, 44954, 44954]"
BusBar,mean_nn,"[0.649581253528595, 0.6937839984893799, 0.6937839984893799, 0.6937839984893799, 0.7346882224082947, 0.7719247341156006, 0.8348713517189026, 0.8896805644035339, 0.9233546257019043, 0.9565131664276123, 0.9565131664276123, 0.9565131664276123]","[1122, 3974, 3974, 3974, 8769, 15419, 22799, 26488, 38010, 49860, 49860, 49860]"
BusBar,mean_nn,"[0.6561654806137085, 0.5599076747894287, 0.4589233696460724, 0.5089972615242004, 0.5588913559913635, 0.4578996002674103, 0.5079666972160339, 0.5578745007514954, 0.7312477231025696, 0.8330823183059692, 0.8759353756904602, 0.8759353756904602]","[4512, 4512, 4512, 12890, 17028, 17028, 18934, 20927, 32510, 35979, 36517, 36517]"
BusBar,mean_nn,"[0.6479207277297974, 0.5509344339370728, 0.6469794511795044, 0.6913544535636902, 0.6913544535636902, 0.6913544535636902, 0.7324580550193787, 0.7699095606803894, 0.8332922458648682, 0.8593392372131348, 0.8818933963775635, 0.8818933963775635]","[1286, 1286, 9763, 10405, 10405, 10405, 18921, 20180, 29221, 31317, 37187, 37187]"
BusBar,fscore,"[0.6558325886726379, 0.5595441460609436, 0.4585570693016052, 0.3608635663986206, 0.273470938205719, 0.2006000578403473, 0.2006000578403473, 0.2347147911787033, 0.27265241742134094, 0.27265241742134094, 0.27265241742134094, 0.27265241742134094]","[4079, 4079, 4079, 4079, 4079, 4079, 4079, 7090, 10274, 10274, 10274, 10274]"
BusBar,fscore,"[0.673950731754303, 0.5794810652732849, 0.6274549961090088, 0.5289298892021179, 0.4280978739261627, 0.3329036831855774, 0.3788551390171051, 0.4863573908805847, 0.6335387229919434, 0.7208676934242249, 0.759408712387085, 0.759408712387085]","[642, 642, 7511, 7511, 7511, 7511, 17243, 25209, 36444, 39112, 40521, 40521]"
BusBar,fscore,"[0.6813552379608154, 0.5877185463905334, 0.4872719347476959, 0.38784295320510864, 0.2969522476196289, 0.3404739797115326, 0.3868643641471863, 0.4354027211666107, 0.6066654324531555, 0.6533930897712708, 0.6973389983177185, 0.6973389983177185]","[2796, 2796, 2796, 2796, 2796, 6955, 15910, 16453, 20025, 21655, 24813, 24813]"
BusBar,fscore,"[0.6502480506896973, 0.5534610152244568, 0.45244404673576355, 0.35519853234291077, 0.26860126852989197, 0.30979883670806885, 0.35425466299057007, 0.35425466299057007, 0.35425466299057007, 0.4504017233848572, 0.4504017233848572, 0.4504017233848572]","[3824, 3824, 3824, 3824, 3824, 11246, 16875, 16875, 16875, 23546, 23546, 23546]"
BusBar,fscore,"[0.6290356516838074, 0.5306158661842346, 0.5801252722740173, 0.4794671833515167, 0.5295886993408203, 0.4287453591823578, 0.4784381091594696, 0.7101029753684998, 0.7853677272796631, 0.84534752368927, 0.8698052763938904, 0.8698052763938904]","[834, 834, 5694, 5694, 6860, 6860, 10863, 25498, 38849, 46485, 47743, 47743]"
BusBar,fscore,"[0.6574167013168335, 0.5612750053405762, 0.4603019952774048, 0.3624856173992157, 0.2748691141605377, 0.2748691141605377, 0.2748691141605377, 0.2748691141605377, 0.2748691141605377, 0.3166118562221527, 0.3166118562221527, 0.3166118562221527]","[936, 936, 936, 936, 936, 936, 936, 936, 936, 1895, 1895, 1895]"
BusBar,fscore,"[0.6624018549919128, 0.566737174987793, 0.46582484245300293, 0.36763429641723633, 0.27931857109069824, 0.20532985031604767, 0.20532985031604767, 0.27848923206329346, 0.27848923206329346, 0.27848923206329346, 0.27848923206329346, 0.27848923206329346]","[1560, 1560, 1560, 1560, 1560, 1560, 1560, 4101, 4101, 4101, 4101, 4101]"
BusBar,fscore,"[0.6578072309494019, 0.5617020130157471, 0.46073290705680847, 0.362886518239975, 0.27521494030952454, 0.20200854539871216, 0.20200854539871216, 0.20200854539871216, 0.20200854539871216, 0.20200854539871216, 0.20200854539871216, 0.20200854539871216]","[3142, 3142, 3142, 3142, 3142, 3142, 3142, 3142, 3142, 3142, 3142, 3142]"
BusBar,fscore,"[0.6601704955101013, 0.564289391040802, 0.46334683895111084, 0.36532139778137207, 0.277317613363266, 0.20370912551879883, 0.2381950467824936, 0.2381950467824936, 0.2764919400215149, 0.3634113073348999, 0.4109794795513153, 0.4109794795513153]","[3786, 3786, 3786, 3786, 3786, 3786, 9333, 9333, 15960, 21839, 23186, 23186]"
BusBar,fscore,"[0.6457303166389465, 0.6901870965957642, 0.7689400315284729, 0.8325316905975342, 0.8325316905975342, 0.8325316905975342, 0.881322979927063, 0.9313127398490906, 0.9613450765609741, 0.9737886190414429, 0.9823001623153687, 0.9823001623153687]","[1754, 3203, 6382, 10884, 10884, 10884, 18804, 24884, 32753, 36950, 41711, 41711]"
BusBar,fscore,"[0.6521129012107849, 0.5554891228675842, 0.45447877049446106, 0.3570811152458191, 0.27021723985671997, 0.35613498091697693, 0.4033542275428772, 0.5524324774742126, 0.6483616232872009, 0.7336433529853821, 0.7709807753562927, 0.7709807753562927]","[1878, 1878, 1878, 1878, 1878, 8976, 10398, 14302, 16407, 19411, 21832, 21832]"
BusBar,fscore,"[0.653483510017395, 0.5569818019866943, 0.4559784531593323, 0.3584705889225006, 0.27141138911247253, 0.1989390254020691, 0.24939365684986115, 0.33222466707229614, 0.33222466707229614, 0.3781355023384094, 0.3781355023384094, 0.3781355023384094]","[3711, 3711, 3711, 3711, 3711, 3711, 5625, 8170, 8170, 11017, 11017, 11017]"
BusBar,fscore,"[0.650139570236206, 0.650139570236206, 0.5533431172370911, 0.6022522449493408, 0.5023483037948608, 0.5523237586021423, 0.4513045847415924, 0.5513039231300354, 0.7159596085548401, 0.7159596085548401, 0.7549479007720947, 0.7549479007720947]","[1290, 1290, 1290, 2753, 2753, 6363, 6363, 8494, 20424, 20424, 22496, 22496]"
BusBar,fscore,"[0.550000011920929, 0.6461165547370911, 0.5489792227745056, 0.6451731324195862, 0.689666211605072, 0.5970273613929749, 0.6442285180091858, 0.6442285180091858, 0.6442285180091858, 0.6887829899787903, 0.6887829899787903, 0.6887829899787903]","[5311, 8384, 8384, 10171, 13179, 13179, 19631, 19631, 19631, 22519, 22519, 22519]"
BusBar,fscore,"[0.7769078612327576, 0.8097532391548157, 0.8387664556503296, 0.8640976548194885, 0.8859900236129761, 0.9206901788711548, 0.9549451470375061, 0.962832510471344, 0.9693832993507385, 0.9693832993507385, 0.9829955101013184, 0.9829955101013184]","[5305, 6069, 12194, 13497, 15528, 22412, 31721, 35181, 39197, 39197, 45278, 45278]"
BusBar,fscore,"[0.7389625906944275, 0.7389625906944275, 0.6536491513252258, 0.557162344455719, 0.6059510707855225, 0.6527150273323059, 0.7743444442749023, 0.862358570098877, 0.9034675359725952, 0.9533980488777161, 0.9615452885627747, 0.9615452885627747]","[3895, 3895, 3895, 3895, 10160, 11587, 15943, 30250, 40725, 47901, 49509, 49509]"
BusBar,fscore,"[0.6828848719596863, 0.5894268155097961, 0.4890345633029938, 0.5391203761100769, 0.438152551651001, 0.342059850692749, 0.4371376931667328, 0.48697394132614136, 0.6912508606910706, 0.8034480810165405, 0.8034480810165405, 0.8034480810165405]","[3862, 3862, 3862, 8514, 8514, 8514, 16856, 17776, 29873, 33387, 33387, 33387]"
BusBar,fscore,"[0.689874529838562, 0.689874529838562, 0.689874529838562, 0.5972615480422974, 0.4971506595611572, 0.39726775884628296, 0.3052697777748108, 0.22656798362731934, 0.1633845567703247, 0.1633845567703247, 0.1633845567703247, 0.1633845567703247]","[541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541, 541]"
BusBar,fscore,"[0.618655800819397, 0.618655800819397, 0.6647461652755737, 0.5693138837814331, 0.6176824569702148, 0.6176824569702148, 0.663826584815979, 0.663826584815979, 0.7070427536964417, 0.7468222379684448, 0.7828590869903564, 0.7828590869903564]","[4909, 4909, 10798, 10798, 11436, 11436, 17336, 17336, 20158, 30006, 30708, 30708]"
BusBar,fscore,"[0.6272444725036621, 0.6272444725036621, 0.672845721244812, 0.7153995633125305, 0.6262798309326172, 0.6719374060630798, 0.7145592570304871, 0.789010763168335, 0.8481693267822266, 0.8722482323646545, 0.8722482323646545, 0.8722482323646545]","[1917, 1917, 2603, 8799, 8799, 12541, 13057, 15374, 16682, 18376, 18376, 18376]"
BusBar,fscore,"[0.6134326457977295, 0.5140711069107056, 0.5638912916183472, 0.46294429898262024, 0.3649460971355438, 0.2769932746887207, 0.3639909327030182, 0.4608944356441498, 0.560846745967865, 0.6095139980316162, 0.6560950875282288, 0.6560950875282288]","[5165, 5165, 5689, 5689, 5689, 5689, 14915, 21584, 33010, 43862, 44466, 44466]"
BusBar,fscore,"[0.6048117876052856, 0.6516332030296326, 0.6516332030296326, 0.6956983208656311, 0.6956983208656311, 0.7364439964294434, 0.7735100388526917, 0.7735100388526917, 0.8617915511131287, 0.9030508399009705, 0.9030508399009705, 0.9030508399009705]","[5096, 7157, 7157, 12375, 12375, 13471, 22071, 22071, 23840, 43040, 43040, 43040]"
BusBar,fscore,"[0.5713913440704346, 0.6657158732414246, 0.5703811645507812, 0.6187101602554321, 0.6647975444793701, 0.7476446032524109, 0.7835983037948608, 0.8156923651695251, 0.8686155080795288, 0.8898728489875793, 0.8898728489875793, 0.8898728489875793]","[3924, 6279, 6279, 8147, 8703, 16101, 20230, 28664, 34314, 46747, 46747, 46747]"
BusBar,fscore,"[0.5973347425460815, 0.5973347425460815, 0.4972267746925354, 0.39734065532684326, 0.3053343594074249, 0.2266213297843933, 0.26370152831077576, 0.26370152831077576, 0.39536744356155396, 0.44419974088668823, 0.44419974088668823, 0.44419974088668823]","[4643, 4643, 4643, 4643, 4643, 4643, 11414, 11414, 23554, 35469, 35469, 35469]"
BusBar,chamfer,"[0.610765278339386, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548, 0.7009596228599548]","[5204, 16504, 16504, 16504, 16504, 16504, 16504, 16504, 16504, 16504, 16504, 16504]"
BusBar,chamfer,"[0.5885346531867981, 0.4881137013435364, 0.38864317536354065, 0.2976561188697815, 0.2202947735786438, 0.1585022509098053, 0.11156246811151505, 0.13305546343326569, 0.13305546343326569, 0.13305546343326569, 0.13305546343326569, 0.13305546343326569]","[4727, 4727, 4727, 4727, 4727, 4727, 4727, 9159, 9159, 9159, 9159, 9159]"
BusBar,chamfer,"[0.5913903117179871, 0.4910636246204376, 0.3914516568183899, 0.30012986063957214, 0.22232912480831146, 0.1600831300020218, 0.11273789405822754, 0.11273789405822754, 0.11273789405822754, 0.11273789405822754, 0.11273789405822754, 0.11273789405822754]","[5205, 5205, 5205, 5205, 5205, 5205, 5205, 5205, 5205, 5205, 5205, 5205]"
BusBar,chamfer,"[0.588492214679718, 0.48806992173194885, 0.5381609797477722, 0.43720242381095886, 0.34119153022766113, 0.2566499710083008, 0.29675817489624023, 0.29675817489624023, 0.3866438567638397, 0.43517419695854187, 0.4849794805049896, 0.4849794805049896]","[5173, 5173, 10824, 10824, 10824, 10824, 18221, 18221, 20761, 25151, 26291, 26291]"
BusBar,chamfer,"[0.5797809958457947, 0.47911450266838074, 0.5292366147041321, 0.42839929461479187, 0.3331771492958069, 0.3791448771953583, 0.42738980054855347, 0.4770566523075104, 0.5767641067504883, 0.6248473525047302, 0.6705878376960754, 0.6705878376960754]","[5235, 5235, 10366, 10366, 10366, 18180, 19105, 19913, 21597, 27018, 27611, 27611]"
BusBar,chamfer,"[0.587715744972229, 0.4872690737247467, 0.387840211391449, 0.2969498336315155, 0.21971464157104492, 0.15805186331272125, 0.11122783273458481, 0.11122783273458481, 0.11122783273458481, 0.11122783273458481, 0.11122783273458481, 0.11122783273458481]","[5224, 5224, 5224, 5224, 5224, 5224, 5224, 5224, 5224, 5224, 5224, 5224]"
BusBar,chamfer,"[0.550000011920929, 0.44897961616516113, 0.35199999809265137, 0.26586103439331055, 0.19447514414787292, 0.1386372596025467, 0.09690296649932861, 0.09690296649932861, 0.09690296649932861, 0.09690296649932861, 0.09690296649932861, 0.09690296649932861]","[4477, 4477, 4477, 4477, 4477, 4477, 4477, 4477, 4477, 4477, 4477, 4477]"
BusBar,chamfer,"[0.567244291305542, 0.4663388729095459, 0.3681146502494812, 0.2797345519065857, 0.20566710829734802, 0.1472030133008957, 0.1031990796327591, 0.1031990796327591, 0.1031990796327591, 0.1031990796327591, 0.1031990796327591, 0.1031990796327591]","[5322, 5322, 5322, 5322, 5322, 5322, 5322, 5322, 5322, 5322, 5322, 5322]"
BusBar,chamfer,"[0.6056419014930725, 0.5058908462524414, 0.40566855669021606, 0.31273457407951355, 0.23275300860404968, 0.1682199090719223, 0.11880858987569809, 0.11880858987569809, 0.11880858987569809, 0.11880858987569809, 0.11880858987569809, 0.11880858987569809]","[5315, 5315, 5315, 5315, 5315, 5315, 5315, 5315, 5315, 5315, 5315, 5315]"
BusBar,chamfer,"[0.6251174807548523, 0.5264407396316528, 0.42565447092056274, 0.3306894600391388, 0.24777144193649292, 0.18005149066448212, 0.12769843637943268, 0.12769843637943268, 0.12769843637943268, 0.12769843637943268, 0.12769843637943268, 0.12769843637943268]","[5165, 5165, 5165, 5165, 5165, 5165, 5165, 5165, 5165, 5165, 5165, 5165]"
BusBar,chamfer,"[0.6180688142776489, 0.5189644694328308, 0.41834503412246704, 0.3240906000137329, 0.24222837388515472, 0.17566964030265808, 0.12439737468957901, 0.12439737468957901, 0.12439737468957901, 0.12439737468957901, 0.12439737468957901, 0.12439737468957901]","[5187, 5187, 5187, 5187, 5187, 5187, 5187, 5187, 5187, 5187, 5187, 5187]"
BusBar,chamfer,"[0.6164703369140625, 0.5172751545906067, 0.41669952869415283, 0.32261019945144653, 0.2409885972738266, 0.17469199001789093, 0.12366226315498352, 0.12366226315498352, 0.12366226315498352, 0.12366226315498352, 0.12366226315498352, 0.12366226315498352]","[5150, 5150, 5150, 5150, 5150, 5150, 5150, 5150, 5150, 5150, 5150, 5150]"
BusBar,chamfer,"[0.5745600461959839, 0.47377800941467285, 0.3750881850719452, 0.2857910692691803, 0.21058884263038635, 0.15099161863327026, 0.10599590837955475, 0.10599590837955475, 0.10599590837955475, 0.10599590837955475, 0.10599590837955475, 0.10599590837955475]","[5289, 5289, 5289, 5289, 5289, 5289, 5289, 5289, 5289, 5289, 5289, 5289]"
BusBar,chamfer,"[0.5937346816062927, 0.493490606546402, 0.39376723766326904, 0.3021734952926636, 0.22401253879070282, 0.16139304637908936, 0.1137128546833992, 0.1137128546833992, 0.1137128546833992, 0.1137128546833992, 0.1137128546833992, 0.1137128546833992]","[4832, 4832, 4832, 4832, 4832, 4832, 4832, 4832, 4832, 4832, 4832, 4832]"
BusBar,chamfer,"[0.5982587933540344, 0.4981875717639923, 0.39826130867004395, 0.3061501383781433, 0.22729560732841492, 0.1639522910118103, 0.11562026292085648, 0.11562026292085648, 0.11562026292085648, 0.11562026292085648, 0.11562026292085648, 0.11562026292085648]","[5004, 5004, 5004, 5004, 5004, 5004, 5004, 5004, 5004, 5004, 5004, 5004]"
BusBar,chamfer,"[0.5902984142303467, 0.48993486166000366, 0.3903762102127075, 0.2991819977760315, 0.2215491682291031, 0.15947675704956055, 0.11228688806295395, 0.11228688806295395, 0.11228688806295395, 0.11228688806295395, 0.11228688806295395, 0.11228688806295395]","[5178, 5178, 5178, 5178, 5178, 5178, 5178, 5178, 5178, 5178, 5178, 5178]"
BusBar,chamfer,"[0.5725859999656677, 0.47176626324653625, 0.3731982707977295, 0.2841465175151825, 0.20925025641918182, 0.14995989203453064, 0.10523352771997452, 0.10523352771997452, 0.10523352771997452, 0.10523352771997452, 0.10523352771997452, 0.10523352771997452]","[5157, 5157, 5157, 5157, 5157, 5157, 5157, 5157, 5157, 5157, 5157, 5157]"
BusBar,chamfer,"[0.5954287052154541, 0.4952472746372223, 0.3954460620880127, 0.3036574125289917, 0.22523652017116547, 0.1623464673757553, 0.11442303657531738, 0.11442303657531738, 0.11442303657531738, 0.11442303657531738, 0.11442303657531738, 0.11442303657531738]","[5217, 5217, 5217, 5217, 5217, 5217, 5217, 5217, 5217, 5217, 5217, 5217]"
BusBar,chamfer,"[0.5945834517478943, 0.4943704605102539, 0.3946077823638916, 0.3029162287712097, 0.22462500631809235, 0.16187001764774323, 0.11406808346509933, 0.11406808346509933, 0.11406808346509933, 0.11406808346509933, 0.11406808346509933, 0.11406808346509933]","[5222, 5222, 5222, 5222, 5222, 5222, 5222, 5222, 5222, 5222, 5222, 5222]"
BusBar,chamfer,"[0.5891467928886414, 0.48874548077583313, 0.38924407958984375, 0.29818496108055115, 0.22072936594486237, 0.15883977711200714, 0.11181332170963287, 0.11181332170963287, 0.11181332170963287, 0.11181332170963287, 0.11181332170963287, 0.11181332170963287]","[5263, 5263, 5263, 5263, 5263, 5263, 5263, 5263, 5263, 5263, 5263, 5263]"
BusBar,chamfer,"[0.5738570690155029, 0.4730612337589264, 0.37441447377204895, 0.42246708273887634, 0.32780730724334717, 0.2453470677137375, 0.28436464071273804, 0.32689931988716125, 0.5200992226600647, 0.5698186159133911, 0.6181685328483582, 0.6181685328483582]","[5010, 5010, 5010, 9665, 9665, 9665, 18526, 27177, 39475, 46077, 46777, 46777]"
BusBar,chamfer,"[0.5647889375686646, 0.4638521373271942, 0.3657926619052887, 0.2777250409126282, 0.20403893291950226, 0.14595262706279755, 0.10227765142917633, 0.1222279816865921, 0.1222279816865921, 0.1222279816865921, 0.1222279816865921, 0.1222279816865921]","[4940, 4940, 4940, 4940, 4940, 4940, 4940, 8912, 8912, 8912, 8912, 8912]"
BusBar,chamfer,"[0.5919377207756042, 0.4916298985481262, 0.391991525888443, 0.30060601234436035, 0.22272111475467682, 0.1603880077600479, 0.11296473443508148, 0.11296473443508148, 0.11296473443508148, 0.11296473443508148, 0.11296473443508148, 0.11296473443508148]","[5162, 5162, 5162, 5162, 5162, 5162, 5162, 5162, 5162, 5162, 5162, 5162]"
BusBar,chamfer,"[0.607312023639679, 0.5076399445533752, 0.407356858253479, 0.31424057483673096, 0.23400501906871796, 0.1692013293504715, 0.1195431724190712, 0.1195431724190712, 0.1195431724190712, 0.1195431724190712, 0.1195431724190712, 0.1195431724190712]","[4867, 4867, 4867, 4867, 4867, 4867, 4867, 4867, 4867, 4867, 4867, 4867]"
BusBar,chamfer,"[0.6196695566177368, 0.5206584334373474, 0.41999733448028564, 0.3255789875984192, 0.2434762418270111, 0.17665456235408783, 0.12513846158981323, 0.12513846158981323, 0.12513846158981323, 0.12513846158981323, 0.12513846158981323, 0.12513846158981323]","[5272, 5272, 5272, 5272, 5272, 5272, 5272, 5272, 5272, 5272, 5272, 5272]"
